WLASL Split-Gloss Summary


============================================================
TEST
============================================================
Total videos: 2878
Unique glosses: 1999

Gloss                                    Videos      
neck                                     2           
next                                     2           
ocean                                    2           
open                                     2           
overwhelm                                2           
owe                                      2           
page                                     2           
pain                                     2           
parade                                   2           
parents                                  2           
perfect                                  2           
period                                   2           
philosophy                               2           
photographer                             2           
place                                    2           
policy                                   2           
popular                                  2           
pray                                     2           
predict                                  2           
presentation                             2           
print                                    2           
printer                                  2           
private                                  2           
procrastinate                            2           
project                                  2           
protect                                  2           
prove                                    2           
provide                                  2           
psychology                               2           
punish                                   2           
puzzled                                  2           
question                                 2           
quick                                    2           
rainbow                                  2           
rake                                     2           
rehearse                                 2           
remove                                   2           
revenge                                  2           
review                                   2           
rich                                     2           
roof                                     2           
rooster                                  2           
rude                                     2           
say                                      2           
scientist                                2           
scotland                                 2           
screwdriver                              2           
second                                   2           
senate                                   2           
separate                                 2           
service                                  2           
shrimp                                   2           
shy                                      2           
side                                     2           
situation                                2           
slave                                    2           
soccer                                   2           
socks                                    2           
solid                                    2           
sometimes                                2           
spider                                   2           
spin                                     2           
square                                   2           
stairs                                   2           
stare                                    2           
start                                    2           
store                                    2           
straw                                    2           
structure                                2           
suggest                                  2           
sun                                      2           
support                                  2           
suppose                                  2           
sure                                     2           
surprise                                 2           
sweater                                  2           
swim                                     2           
symbol                                   2           
taste                                    2           
team                                     2           
telephone                                2           
tennis                                   2           
their                                    2           
then                                     2           
thermometer                              2           
thing                                    2           
third                                    2           
thousand                                 2           
three                                    2           
tie                                      2           
topic                                    2           
touch                                    2           
tournament                               2           
try                                      2           
two                                      2           
type                                     2           
umbrella                                 2           
vegetable                                2           
vocabulary                               2           
waste                                    2           
we                                       2           
wear                                     2           
weekly                                   2           
welcome                                  2           
winter                                   2           
without                                  2           
wolf                                     2           
worm                                     2           
wristwatch                               2           
yourself                                 2           
above                                    2           
accomplish                               2           
adopt                                    2           
advantage                                2           
alphabet                                 2           
anniversary                              2           
another                                  2           
appropriate                              2           
arrogant                                 2           
artist                                   2           
background                               2           
bee                                      2           
behavior                                 2           
bell                                     2           
birth                                    2           
bless                                    2           
blood                                    2           
boots                                    2           
brave                                    2           
breathe                                  2           
bright                                   2           
bull                                     2           
butterfly                                2           
card                                     2           
category                                 2           
catholic                                 2           
cent                                     2           
chemistry                                2           
cherry                                   2           
china                                    2           
chop                                     2           
christian                                2           
cigarette                                2           
clever                                   2           
clown                                    2           
coach                                    2           
coat                                     2           
cochlear implant                         2           
coconut                                  2           
common                                   2           
commute                                  2           
control                                  2           
count                                    2           
culture                                  2           
daily                                    2           
defend                                   2           
degree                                   2           
demonstrate                              2           
department                               2           
die                                      2           
dig                                      2           
dinner                                   2           
dinosaur                                 2           
diploma                                  2           
director                                 2           
disconnect                               2           
discover                                 2           
don't want                               2           
drum                                     2           
each                                     2           
educate                                  2           
electrician                              2           
empty                                    2           
england                                  2           
establish                                2           
excuse                                   2           
eyeglasses                               2           
faculty                                  2           
fall in love                             2           
famous                                   2           
farm                                     2           
fence                                    2           
fix                                      2           
flexible                                 2           
flirt                                    2           
flood                                    2           
fork                                     2           
four                                     2           
fun                                      2           
funeral                                  2           
furniture                                2           
gallaudet                                2           
general                                  2           
ghost                                    2           
give up                                  2           
glass                                    2           
gorilla                                  2           
gray                                     2           
guide                                    2           
habit                                    2           
health                                   2           
hearing aid                              2           
heaven                                   2           
heavy                                    2           
helmet                                   2           
hide                                     2           
high school                              2           
hockey                                   2           
hold                                     2           
honest                                   2           
hug                                      2           
hunt                                     2           
image                                    2           
influence                                2           
interesting                              2           
interpreter                              2           
iran                                     2           
italy                                    2           
jewish                                   2           
judge                                    2           
key                                      2           
label                                    2           
leaf                                     2           
left                                     2           
lend                                     2           
less                                     2           
linguistics                              2           
lonely                                   2           
long                                     2           
magic                                    2           
mainstream                               2           
major                                    2           
manager                                  2           
maximum                                  2           
me                                       2           
mexico                                   2           
middle                                   2           
mind                                     2           
misunderstand                            2           
monster                                  2           
multiply                                 2           
myself                                   2           
nothing                                  2           
october                                  2           
odd                                      2           
offer                                    2           
on                                       2           
only                                     2           
opposite                                 2           
out                                      2           
overlook                                 2           
path                                     2           
percent                                  2           
physics                                  2           
piano                                    2           
pick                                     2           
pie                                      2           
plate                                    2           
pocket                                   2           
popcorn                                  2           
positive                                 2           
pregnant                                 2           
prevent                                  2           
proof                                    2           
pumpkin                                  2           
purpose                                  2           
race                                     2           
realize                                  2           
recognize                                2           
refuse                                   2           
relationship                             2           
repeat                                   2           
replace                                  2           
report                                   2           
represent                                2           
request                                  2           
responsibility                           2           
result                                   2           
reveal                                   2           
ring                                     2           
rob                                      2           
rock                                     2           
role                                     2           
rope                                     2           
rush                                     2           
salute                                   2           
satisfy                                  2           
search                                   2           
selfish                                  2           
sensitive                                2           
serve                                    2           
seven                                    2           
shampoo                                  2           
she                                      2           
shelf                                    2           
shopping                                 2           
sign language                            2           
similar                                  2           
sing                                     2           
six                                      2           
skeleton                                 2           
sketch                                   2           
skill                                    2           
sleepy                                   2           
slip                                     2           
smell                                    2           
sneeze                                   2           
snob                                     2           
specific                                 2           
stamp                                    2           
steel                                    2           
strawberry                               2           
subtract                                 2           
subway                                   2           
suffer                                   2           
surface                                  2           
sweep                                    2           
swing                                    2           
switzerland                              2           
tale                                     2           
tan                                      2           
teeth                                    2           
terrible                                 2           
thankful                                 2           
they                                     2           
through                                  2           
tiptoe                                   2           
title                                    2           
tooth                                    2           
toothbrush                               2           
total                                    2           
tough                                    2           
tradition                                2           
trophy                                   2           
trouble                                  2           
true                                     2           
trust                                    2           
under                                    2           
verb                                     2           
wall                                     2           
watermelon                               2           
way                                      2           
weird                                    2           
while                                    2           
wide                                     2           
willing                                  2           
wish                                     2           
wonderful                                2           
workshop                                 2           
worse                                    2           
wrench                                   2           
a                                        2           
a lot                                    2           
abdomen                                  2           
able                                     2           
accountant                               2           
action                                   2           
active                                   2           
activity                                 2           
address                                  2           
affect                                   2           
afraid                                   2           
against                                  2           
agenda                                   2           
ahead                                    2           
aim                                      2           
alcohol                                  2           
algebra                                  2           
all day                                  2           
amazing                                  2           
angle                                    2           
apart                                    2           
apostrophe                               2           
appetite                                 2           
appreciate                               2           
april                                    2           
archery                                  2           
around                                   2           
article                                  2           
assistant                                2           
attend                                   2           
auction                                  2           
authority                                2           
average                                  2           
awake                                    2           
b                                        2           
babysitter                               2           
battle                                   2           
beginning                                2           
belief                                   2           
bible                                    2           
bike                                     2           
blend                                    2           
bone                                     2           
bra                                      2           
brief                                    2           
broke                                    2           
bug                                      2           
bully                                    2           
button                                   2           
cabbage                                  2           
cabinet                                  2           
calculate                                2           
calculator                               2           
calculus                                 2           
camping                                  2           
canoe                                    2           
careless                                 2           
ceiling                                  2           
cemetery                                 2           
chapter                                  2           
choir                                    2           
circle                                   2           
come                                     2           
come here                                2           
company                                  2           
concept                                  2           
concern                                  2           
confront                                 2           
confused                                 2           
congress                                 2           
connect                                  2           
conquer                                  2           
constitution                             2           
contract                                 2           
court                                    2           
crab                                     2           
cross                                    2           
cruel                                    2           
crush                                    2           
date                                     2           
december                                 2           
decrease                                 2           
deduct                                   2           
defeat                                   2           
deposit                                  2           
depressed                                2           
detach                                   2           
determine                                2           
diabetes                                 2           
dime                                     2           
dirt                                     2           
disgust                                  2           
dismiss                                  2           
dizzy                                    2           
document                                 2           
dorm                                     2           
dormitory                                2           
downstairs                               2           
economy                                  2           
education                                2           
effort                                   2           
eighteen                                 2           
engage                                   2           
engagement                               2           
engineer                                 2           
envelope                                 2           
erase                                    2           
eternity                                 2           
evening                                  2           
everyday                                 2           
expand                                   2           
eye                                      2           
eyes                                     2           
fake                                     2           
farmer                                   2           
february                                 2           
federal                                  2           
final                                    2           
florida                                  2           
flute                                    2           
forbid                                   2           
forever                                  2           
fourth                                   2           
free                                     2           
french fries                             2           
gamble                                   2           
gas                                      2           
gasoline                                 2           
generation                               2           
geography                                2           
german                                   2           
girlfriend                               2           
gold                                     2           
grandma                                  2           
grass                                    2           
grow up                                  2           
gun                                      2           
haircut                                  2           
hard of hearing                          2           
hippopotamus                             2           
his                                      2           
honey                                    2           
hurricane                                2           
identify                                 2           
include                                  2           
infection                                2           
innocent                                 2           
insect                                   2           
instead                                  2           
institute                                2           
international                            2           
interrupt                                2           
involve                                  2           
jail                                     2           
january                                  2           
joke                                     2           
june                                     2           
kangaroo                                 2           
karate                                   2           
kick                                     2           
kneel                                    2           
knock                                    2           
laptop                                   2           
lift                                     2           
lightning                                2           
lip                                      2           
lipstick                                 2           
local                                    2           
manage                                   2           
mature                                   2           
member                                   2           
message                                  2           
metal                                    2           
microphone                               2           
mix                                      2           
monthly                                  2           
motor                                    2           
nation                                   2           
network                                  2           
nickel                                   2           
nineteen                                 2           
normal                                   2           
november                                 2           
nut                                      2           
octopus                                  2           
once                                     2           
organize                                 2           
over                                     2           
owl                                      2           
p                                        2           
parachute                                2           
paragraph                                2           
parallel                                 2           
pay attention                            2           
peace                                    2           
peanut butter                            2           
perfume                                  2           
personality                              2           
pet                                      2           
philadelphia                             2           
physician                                2           
piece                                    2           
pity                                     2           
plant                                    2           
plenty                                   2           
pneumonia                                2           
politics                                 2           
position                                 2           
pound                                    2           
pour                                     2           
praise                                   2           
preach                                   2           
preacher                                 2           
prefer                                   2           
pressure                                 2           
principal                                2           
priority                                 2           
professional                             2           
professor                                2           
promote                                  2           
prostitute                               2           
proud                                    2           
quote                                    2           
receive                                  2           
recent                                   2           
reduce                                   2           
refer                                    2           
referee                                  2           
relate                                   2           
relax                                    2           
remote control                           2           
rent                                     2           
reputation                               2           
resign                                   2           
responsible                              2           
ridiculous                               2           
road                                     2           
robot                                    2           
rubber                                   2           
safe                                     2           
sauce                                    2           
sausage                                  2           
scold                                    2           
senior                                   2           
september                                2           
several                                  2           
shame                                    2           
shave                                    2           
shoulder                                 2           
silver                                   2           
simple                                   2           
siren                                    2           
size                                     2           
skate                                    2           
skin                                     2           
skunk                                    2           
slice                                    2           
smooth                                   2           
snack                                    2           
snowman                                  2           
society                                  2           
someone                                  2           
song                                     2           
sore throat                              2           
south america                            2           
spanish                                  2           
speak                                    2           
speed                                    2           
spell                                    2           
spoon                                    2           
spring                                   2           
standard                                 2           
statistics                               2           
sticky                                   2           
still                                    2           
stretch                                  2           
surgeon                                  2           
sweden                                   2           
swimsuit                                 2           
sympathy                                 2           
take turns                               2           
take up                                  2           
technology                               2           
temple                                   2           
tender                                   2           
thailand                                 2           
theater                                  2           
them                                     2           
theme                                    2           
thick                                    2           
this                                     2           
throat                                   2           
tissue                                   2           
tongue                                   2           
tonight                                  2           
tornado                                  2           
tower                                    2           
tranquil                                 2           
transform                                2           
tutor                                    2           
twin                                     2           
united states                            2           
value                                    2           
visitor                                  2           
waiter                                   2           
wake up                                  2           
wallet                                   2           
wander                                   2           
wash face                                2           
weight                                   2           
whale                                    2           
whatever                                 2           
within                                   2           
wonder                                   2           
worker                                   2           
worthless                                2           
wrap                                     2           
river                                    1           
complete                                 1           
shoot                                    1           
accent                                   1           
act                                      1           
adapt                                    1           
adjective                                1           
adjust                                   1           
admire                                   1           
admit                                    1           
advanced                                 1           
adverb                                   1           
agreement                                1           
aid                                      1           
alligator                                1           
amputate                                 1           
anatomy                                  1           
annoy                                    1           
anyway                                   1           
approach                                 1           
arizona                                  1           
assist                                   1           
assume                                   1           
attorney                                 1           
audiologist                              1           
audiology                                1           
austria                                  1           
author                                   1           
available                                1           
award                                    1           
aware                                    1           
bank                                     1           
baptize                                  1           
basic                                    1           
battery                                  1           
berry                                    1           
beside                                   1           
between                                  1           
binoculars                               1           
blow                                     1           
boast                                    1           
boil                                     1           
bookshelf                                1           
bookstore                                1           
boxing                                   1           
braid                                    1           
brain                                    1           
breakdown                                1           
breakfast                                1           
breeze                                   1           
bribe                                    1           
brochure                                 1           
buffalo                                  1           
burp                                     1           
bush                                     1           
bye                                      1           
camel                                    1           
candidate                                1           
cannot                                   1           
captain                                  1           
carnival                                 1           
caterpillar                              1           
cheerleader                              1           
chemical                                 1           
chicago                                  1           
choke                                    1           
christ                                   1           
click                                    1           
closet                                   1           
clueless                                 1           
clumsy                                   1           
collect                                  1           
comma                                    1           
comment                                  1           
commit                                   1           
committee                                1           
common sense                             1           
compete                                  1           
concentrate                              1           
congratulations                          1           
consider                                 1           
construct                                1           
consume                                  1           
contest                                  1           
conversation                             1           
convert                                  1           
cooperate                                1           
counsel                                  1           
counselor                                1           
crave                                    1           
create                                   1           
crocodile                                1           
crown                                    1           
cuba                                     1           
curtain                                  1           
customer                                 1           
d                                        1           
damage                                   1           
dancer                                   1           
danger                                   1           
dangerous                                1           
dawn                                     1           
death                                    1           
debate                                   1           
debt                                     1           
deliver                                  1           
democrat                                 1           
descend                                  1           
design                                   1           
detective                                1           
devil                                    1           
dice                                     1           
difficult                                1           
dining room                              1           
discipline                               1           
discount                                 1           
disgusted                                1           
disturb                                  1           
division                                 1           
done                                     1           
drag                                     1           
dragon                                   1           
drama                                    1           
drug                                     1           
due                                      1           
dull                                     1           
dusk                                     1           
dvd                                      1           
dye                                      1           
e                                        1           
either                                   1           
electricity                              1           
elementary                               1           
else                                     1           
emergency                                1           
engine                                   1           
enormous                                 1           
eraser                                   1           
every monday                             1           
every tuesday                            1           
everything                               1           
except                                   1           
exhibit                                  1           
explode                                  1           
express                                  1           
f                                        1           
fairy                                    1           
familiar                                 1           
festival                                 1           
finance                                  1           
fingerspell                              1           
fire                                     1           
firefighter                              1           
five                                     1           
flatter                                  1           
fool                                     1           
forgive                                  1           
former                                   1           
freeway                                  1           
from now on                              1           
g                                        1           
gang                                     1           
gay                                      1           
geometry                                 1           
get up                                   1           
gift                                     1           
